"Tabela 6579 - População residente estimada"
"Variável - População residente estimada (Pessoas)"
"Cód.","Município","Ano"
"2923803","Paripiranga (BA)","26658"
"2923902","Pau Brasil (BA)","12664"
"2924009","Paulo Afonso (BA)","97632"
"2924058","Pé de Serra (BA)","13087"
"2924108","Pedrão (BA)","6757"
"2924207","Pedro Alexandre (BA)","17268"
"2924306","Piatã (BA)","19063"
"2924405","Pilão Arcado (BA)","30497"
"2924504","Pindaí (BA)","15342"
"2924603","Pindobaçu (BA)","20416"
"2924652","Pintadas (BA)","11259"
"2924678","Piraí do Norte (BA)","10028"
"2924702","Piripá (BA)","16814"
"2924801","Piritiba (BA)","18372"
"2924900","Planaltino (BA)","7669"
"2925006","Planalto (BA)","21420"
"2925105","Poções (BA)","44928"
"2925204","Pojuca (BA)","26617"
"2925253","Ponto Novo (BA)","17141"
"2925303","Porto Seguro (BA)","103155"
"2925402","Potiraguá (BA)","15060"
"2925501","Prado (BA)","26810"
"2925600","Presidente Dutra (BA)","13775"
"2925709","Presidente Jânio Quadros (BA)","17375"
"2925758","Presidente Tancredo Neves (BA)","19468"
"2925808","Queimadas (BA)","24778"
"2925907","Quijingue (BA)","26665"
"2925931","Quixabeira (BA)","8912"
"2925956","Rafael Jambeiro (BA)","22575"
"2926004","Remanso (BA)","36473"
"2926103","Retirolândia (BA)","10880"
"2926202","Riachão das Neves (BA)","22173"
"2926301","Riachão do Jacuípe (BA)","30865"
"2926400","Riacho de Santana (BA)","28701"
"2926509","Ribeira do Amparo (BA)","13885"
"2926608","Ribeira do Pombal (BA)","46714"
"2926657","Ribeirão do Largo (BA)","15412"
"2926707","Rio de Contas (BA)","13914"
"2926806","Rio do Antônio (BA)","14784"
"2926905","Rio do Pires (BA)","12043"
"2927002","Rio Real (BA)","33906"
"2927101","Rodelas (BA)","6475"
"2927200","Ruy Barbosa (BA)","28837"
"2927309","Salinas da Margarida (BA)","10554"
"2927408","Salvador (BA)","2485702"
"2927507","Santa Bárbara (BA)","18057"
"2927606","Santa Brígida (BA)","17532"
"2927705","Santa Cruz Cabrália (BA)","26010"
"2927804","Santa Cruz da Vitória (BA)","7041"
"2927903","Santa Inês (BA)","11139"
"2928000","Santaluz (BA)","30967"
"2928059","Santa Luzia (BA)","15378"
"2928109","Santa Maria da Vitória (BA)","41228"
"2928208","Santana (BA)","24072"
"2928307","Santanópolis (BA)","8551"
"2928406","Santa Rita de Cássia (BA)","24063"
"2928505","Santa Terezinha (BA)","8668"
"2928604","Santo Amaro (BA)","58914"
"2928703","Santo Antônio de Jesus (BA)","78937"
"2928802","Santo Estêvão (BA)","41623"
"2928901","São Desidério (BA)","19010"
"2928950","São Domingos (BA)","8306"
"2929008","São Félix (BA)","13893"
"2929057","São Félix do Coribe (BA)","11748"
"2929107","São Felipe (BA)","20234"
"2929206","São Francisco do Conde (BA)","26941"
"2929255","São Gabriel (BA)","18444"
"2929305","São Gonçalo dos Campos (BA)","27308"
"2929354","São José da Vitória (BA)","5886"
"2929370","São José do Jacuípe (BA)","8635"
"2929404","São Miguel das Matas (BA)","10086"
"2929503","São Sebastião do Passé (BA)","40297"
"2929602","Sapeaçu (BA)","16603"
"2929701","Sátiro Dias (BA)","17587"
"2929750","Saubara (BA)","10457"
"2929800","Saúde (BA)","11498"
"2929909","Seabra (BA)","39615"
"2930006","Sebastião Laranjeiras (BA)","9300"
"2930105","Senhor do Bonfim (BA)","65743"
"2930154","Serra do Ramalho (BA)","32524"
"2930204","Sento Sé (BA)","32774"
"2930303","Serra Dourada (BA)","18073"
"2930402","Serra Preta (BA)","17707"
"2930501","Serrinha (BA)","71715"
"2930600","Serrolândia (BA)","12707"
"2930709","Simões Filho (BA)","96601"
"2930758","Sítio do Mato (BA)","12127"
"2930766","Sítio do Quinto (BA)","17636"
"2930774","Sobradinho (BA)","21225"
"2930808","Souto Soares (BA)","14345"
"2930907","Tabocas do Brejo Velho (BA)","12779"
"2931004","Tanhaçu (BA)","20251"
"2931053","Tanque Novo (BA)","15275"
"2931103","Tanquinho (BA)","7107"
"2931202","Taperoá (BA)","16501"
"2931301","Tapiramutá (BA)","17566"
"2931350","Teixeira de Freitas (BA)","109908"
"2931400","Teodoro Sampaio (BA)","8787"
"2931509","Teofilândia (BA)","20295"
"2931608","Teolândia (BA)","12563"
"2931707","Terra Nova (BA)","12939"
"2931806","Tremedal (BA)","21122"
"2931905","Tucano (BA)","51432"
"2932002","Uauá (BA)","26180"
"2932101","Ubaíra (BA)","20549"
"2932200","Ubaitaba (BA)","24205"
"2932309","Ubatã (BA)","21267"
"2932408","Uibaí (BA)","13646"
"2932457","Umburanas (BA)","14456"
"2932507","Una (BA)","32187"
"2932606","Urandi (BA)","16082"
"2932705","Uruçuca (BA)","19015"
"2932804","Utinga (BA)","16945"
"2932903","Valença (BA)","78745"
"2933000","Valente (BA)","19288"
"2933059","Várzea da Roça (BA)","13649"
"2933109","Várzea do Poço (BA)","7256"
"2933158","Várzea Nova (BA)","13782"
"2933174","Varzedo (BA)","8669"
"2933208","Vera Cruz (BA)","30647"
"2933257","Vereda (BA)","7267"
"2933307","Vitória da Conquista (BA)","267189"
"2933406","Wagner (BA)","9095"
"2933455","Wanderley (BA)","13675"
"2933505","Wenceslau Guimarães (BA)","25044"
"2933604","Xique-Xique (BA)","45110"
"3100104","Abadia dos Dourados (MG)","6441"
"3100203","Abaeté (MG)","22531"
"3100302","Abre Campo (MG)","13344"
"3100401","Acaiaca (MG)","3915"
"3100500","Açucena (MG)","11413"
"3100609","Água Boa (MG)","17958"
"3100708","Água Comprida (MG)","2231"
"3100807","Aguanil (MG)","3614"
"3100906","Águas Formosas (MG)","17921"
"3101003","Águas Vermelhas (MG)","12060"
"3101102","Aimorés (MG)","24934"
"3101201","Aiuruoca (MG)","6440"
"3101300","Alagoa (MG)","2805"
"3101409","Albertina (MG)","2885"
"3101508","Além Paraíba (MG)","33925"
"3101607","Alfenas (MG)","68655"
"3101631","Alfredo Vasconcelos (MG)","5135"
"3101706","Almenara (MG)","35560"
"3101805","Alpercata (MG)","6995"
"3101904","Alpinópolis (MG)","17310"
"3102001","Alterosa (MG)","13141"
"3102050","Alto Caparaó (MG)","4798"
"3102100","Alto Rio Doce (MG)","13818"
"3102209","Alvarenga (MG)","5114"
"3102308","Alvinópolis (MG)","15570"
"3102407","Alvorada de Minas (MG)","3465"
"3102506","Amparo do Serra (MG)","5383"
"3102605","Andradas (MG)","33450"
"3102704","Cachoeira de Pajeú (MG)","8489"
"3102803","Andrelândia (MG)","12286"
"3102852","Angelândia (MG)","7801"
"3102902","Antônio Carlos (MG)","10973"
"3103009","Antônio Dias (MG)","10079"
"3103108","Antônio Prado de Minas (MG)","1736"
"3103207","Araçaí (MG)","2168"
"3103306","Aracitaba (MG)","2045"
"3103405","Araçuaí (MG)","35637"
"3103504","Araguari (MG)","103243"
"3103603","Arantina (MG)","2939"
"3103702","Araponga (MG)","7916"
"3103751","Araporã (MG)","5422"
"3103801","Arapuá (MG)","2696"
"3103900","Araújos (MG)","6301"
"3104007","Araxá (MG)","79945"
"3104106","Arceburgo (MG)","8133"
"3104205","Arcos (MG)","33324"
"3104304","Areado (MG)","12400"
"3104403","Argirita (MG)","3182"
"3104452","Aricanduva (MG)","4299"
"3104502","Arinos (MG)","17782"
"3104601","Astolfo Dutra (MG)","11841"
"3104700","Ataléia (MG)","16591"
"3104809","Augusto de Lima (MG)","5085"
"3104908","Baependi (MG)","17614"
"3105004","Baldim (MG)","8105"
"3105103","Bambuí (MG)","21818"
"3105202","Bandeira (MG)","5292"
"3105301","Bandeira do Sul (MG)","4995"
"3105400","Barão de Cocais (MG)","23708"
"3105509","Barão de Monte Alto (MG)","6233"
"3105608","Barbacena (MG)","115856"
"3105707","Barra Longa (MG)","7387"
"3105905","Barroso (MG)","18523"
"3106002","Bela Vista de Minas (MG)","9844"
"3106101","Belmiro Braga (MG)","3353"
"3106200","Belo Horizonte (MG)","2258857"
"3106309","Belo Oriente (MG)","19873"
"3106408","Belo Vale (MG)","7478"
"3106507","Berilo (MG)","12959"
"3106606","Bertópolis (MG)","4402"
"3106655","Berizal (MG)","4038"
"3106705","Betim (MG)","323188"
"3106804","Bias Fortes (MG)","4336"
"3106903","Bicas (MG)","12987"
"3107000","Biquinhas (MG)","2789"
"3107109","Boa Esperança (MG)","37532"
"3107208","Bocaina de Minas (MG)","4989"
"3107307","Bocaiúva (MG)","43181"
"3107406","Bom Despacho (MG)","40490"
"3107505","Bom Jardim de Minas (MG)","6691"
"3107604","Bom Jesus da Penha (MG)","3597"
"3107703","Bom Jesus do Amparo (MG)","4796"
"3107802","Bom Jesus do Galho (MG)","16004"
"3107901","Bom Repouso (MG)","10702"
"3108008","Bom Sucesso (MG)","17008"
"3108107","Bonfim (MG)","6826"
"3108206","Bonfinópolis de Minas (MG)","6373"
"3108255","Bonito de Minas (MG)","7914"
"3108305","Borda da Mata (MG)","14743"
"3108404","Botelhos (MG)","15208"
"3108503","Botumirim (MG)","6783"
"3108552","Brasilândia de Minas (MG)","11606"
"3108602","Brasília de Minas (MG)","30356"
"3108701","Brás Pires (MG)","5019"
"3108800","Braúnas (MG)","5210"
"3108909","Brazópolis (MG)","15339"
"3109006","Brumadinho (MG)","27503"
"3109105","Bueno Brandão (MG)","10945"
"3109204","Buenópolis (MG)","10417"
"3109253","Bugre (MG)","3897"
"3109303","Buritis (MG)","20648"
"3109402","Buritizeiro (MG)","26048"
"3109451","Cabeceira Grande (MG)","6630"
"3109501","Cabo Verde (MG)","13856"
"3109600","Cachoeira da Prata (MG)","3793"
"3109709","Cachoeira de Minas (MG)","10703"
"3109808","Cachoeira Dourada (MG)","2309"
"3109907","Caetanópolis (MG)","8714"
"3110004","Caeté (MG)","36650"
"3110103","Caiana (MG)","4337"
"3110202","Cajuri (MG)","4223"
"3110301","Caldas (MG)","12814"
"3110400","Camacho (MG)","3498"
"3110509","Camanducaia (MG)","20993"
"3110608","Cambuí (MG)","23546"
"3110707","Cambuquira (MG)","12642"
"3110806","Campanário (MG)","3449"
"3110905","Campanha (MG)","14338"
"3111002","Campestre (MG)","20880"
"3111101","Campina Verde (MG)","18851"
"3111150","Campo Azul (MG)","3603"
"3111200","Campo Belo (MG)","49719"
"3111309","Campo do Meio (MG)","11502"
"3111408","Campo Florido (MG)","5424"
"3111507","Campos Altos (MG)","13024"
"3111606","Campos Gerais (MG)","26858"
"3111705","Canaã (MG)","4709"
"3111804","Canápolis (MG)","9981"
"3111903","Cana Verde (MG)","5672"
"3112000","Candeias (MG)","14557"
"3112059","Cantagalo (MG)","3874"
"3112109","Caparaó (MG)","5088"
"3112208","Capela Nova (MG)","4955"
"3112307","Capelinha (MG)","31684"
"3112406","Capetinga (MG)","7438"
"3112505","Capim Branco (MG)","8088"
"3112604","Capinópolis (MG)","14286"
"3112653","Capitão Andrade (MG)","4282"
"3112703","Capitão Enéas (MG)","13232"
"3112802","Capitólio (MG)","7848"
"3112901","Caputira (MG)","8963"
"3113008","Caraí (MG)","20884"
"3113107","Caranaíba (MG)","3477"
"3113206","Carandaí (MG)","21305"
"3113305","Carangola (MG)","32030"
"3113404","Caratinga (MG)","78592"
"3113503","Carbonita (MG)","9044"
"3113602","Careaçu (MG)","5846"
"3113701","Carlos Chagas (MG)","21543"
"3113800","Carmésia (MG)","2248"
"3113909","Carmo da Cachoeira (MG)","11764"
"3114006","Carmo da Mata (MG)","10422"
"3114105","Carmo de Minas (MG)","12673"
"3114204","Carmo do Cajuru (MG)","17487"
"3114303","Carmo do Paranaíba (MG)","29698"
"3114402","Carmo do Rio Claro (MG)","20009"
"3114501","Carmópolis de Minas (MG)","14386"
"3114550","Carneirinho (MG)","8802"
"3114600","Carrancas (MG)","3798"
"3114709","Carvalhópolis (MG)","3149"
"3114808","Carvalhos (MG)","4740"
"3114907","Casa Grande (MG)","2279"
"3115003","Cascalho Rico (MG)","2622"
"3115102","Cássia (MG)","17388"
"3115201","Conceição da Barra de Minas (MG)","4036"
"3115300","Cataguases (MG)","64675"
"3115359","Catas Altas (MG)","4291"
"3115409","Catas Altas da Noruega (MG)","3879"
"3115458","Catuji (MG)","7360"
"3115474","Catuti (MG)","5285"
"3115508","Caxambu (MG)","22429"
"3115607","Cedro do Abaeté (MG)","1271"
"3115706","Central de Minas (MG)","6544"
"3115805","Centralina (MG)","9774"
"3115904","Chácara (MG)","2261"
"3116001","Chalé (MG)","5681"
"3116100","Chapada do Norte (MG)","15150"
"3116159","Chapada Gaúcha (MG)","7594"
"3116209","Chiador (MG)","2965"
"3116308","Cipotânea (MG)","6365"
"3116407","Claraval (MG)","4345"
"3116506","Claro dos Poções (MG)","8182"
"3116605","Cláudio (MG)","23016"
"3116704","Coimbra (MG)","6562"
"3116803","Coluna (MG)","9246"
"3116902","Comendador Gomes (MG)","2828"
"3117009","Comercinho (MG)","8517"
"3117108","Conceição da Aparecida (MG)","9395"
"3117207","Conceição das Pedras (MG)","2741"
"3117306","Conceição das Alagoas (MG)","17557"
"3117405","Conceição de Ipanema (MG)","4278"
"3117504","Conceição do Mato Dentro (MG)","18584"
"3117603","Conceição do Pará (MG)","4914"
"3117702","Conceição do Rio Verde (MG)","12513"
"3117801","Conceição dos Ouros (MG)","9081"
"3117836","Cônego Marinho (MG)","6468"
"3117876","Confins (MG)","5036"
"3117900","Congonhal (MG)","8922"
"3118007","Congonhas (MG)","41975"
"3118106","Congonhas do Norte (MG)","4991"
"3118205","Conquista (MG)","5990"
"3118304","Conselheiro Lafaiete (MG)","104338"
"3118403","Conselheiro Pena (MG)","21501"
"3118502","Consolação (MG)","1697"
"3118601","Contagem (MG)","548637"
"3118700","Coqueiral (MG)","9660"
"3118809","Coração de Jesus (MG)","25748"
"3118908","Cordisburgo (MG)","8528"
"3119005","Cordislândia (MG)","3398"
"3119104","Corinto (MG)","24434"
"3119203","Coroaci (MG)","10770"
"3119302","Coromandel (MG)","27736"
"3119401","Coronel Fabriciano (MG)","98636"
"3119500","Coronel Murta (MG)","9116"
"3119609","Coronel Pacheco (MG)","2835"
"3119708","Coronel Xavier Chaves (MG)","3209"
"3119807","Córrego Danta (MG)","3594"
"3119906","Córrego do Bom Jesus (MG)","3817"
"3119955","Córrego Fundo (MG)","5246"
"3120003","Córrego Novo (MG)","3608"
"3120102","Couto de Magalhães de Minas (MG)","3976"
"3120151","Crisólita (MG)","5314"
"3120201","Cristais (MG)","9602"
"3120300","Cristália (MG)","5650"
"3120409","Cristiano Otoni (MG)","4971"
"3120508","Cristina (MG)","10366"
"3120607","Crucilândia (MG)","4458"
"3120706","Cruzeiro da Fortaleza (MG)","3873"
"3120805","Cruzília (MG)","14018"
"3120839","Cuparaque (MG)","4359"
"3120870","Curral de Dentro (MG)","6102"
"3120904","Curvelo (MG)","68139"
"3121001","Datas (MG)","5078"
"3121100","Delfim Moreira (MG)","8053"
"3121209","Delfinópolis (MG)","6557"
"3121258","Delta (MG)","5046"
"3121308","Descoberto (MG)","4585"
"3121407","Desterro de Entre Rios (MG)","6805"
"3121506","Desterro do Melo (MG)","3175"
"3121605","Diamantina (MG)","44255"
"3121704","Diogo de Vasconcelos (MG)","3951"
"3121803","Dionísio (MG)","9941"
"3121902","Divinésia (MG)","3200"
"3122009","Divino (MG)","18675"
"3122108","Divino das Laranjeiras (MG)","4926"
"3122207","Divinolândia de Minas (MG)","6493"
"3122306","Divinópolis (MG)","187730"
"3122355","Divisa Alegre (MG)","4916"
"3122405","Divisa Nova (MG)","5616"
"3122454","Divisópolis (MG)","6502"
"3122470","Dom Bosco (MG)","4023"
"3122504","Dom Cavati (MG)","5389"
"3122603","Dom Joaquim (MG)","4661"
"3122702","Dom Silvério (MG)","5061"
"3122801","Dom Viçoso (MG)","3051"
"3122900","Dona Eusébia (MG)","5429"
"3123007","Dores de Campos (MG)","8151"
"3123106","Dores de Guanhães (MG)","5377"
"3123205","Dores do Indaiá (MG)","14444"
"3123304","Dores do Turvo (MG)","4769"
"3123403","Doresópolis (MG)","1358"
"3123502","Douradoquara (MG)","1810"
"3123528","Durandé (MG)","7138"
"3123601","Elói Mendes (MG)","22236"
"3123700","Engenheiro Caldas (MG)","9390"
"3123809","Engenheiro Navarro (MG)","7010"
"3123858","Entre Folhas (MG)","5077"
"3123908","Entre Rios de Minas (MG)","13213"
"3124005","Ervália (MG)","17189"
"3124104","Esmeraldas (MG)","49868"
"3124203","Espera Feliz (MG)","20658"
"3124302","Espinosa (MG)","31025"
"3124401","Espírito Santo do Dourado (MG)","4176"
"3124500","Estiva (MG)","10446"
"3124609","Estrela Dalva (MG)","2681"
"3124708","Estrela do Indaiá (MG)","3528"
"3124807","Estrela do Sul (MG)","6838"
"3124906","Eugenópolis (MG)","9757"
"3125002","Ewbank da Câmara (MG)","3645"
"3125101","Extrema (MG)","19773"
"3125200","Fama (MG)","2379"
"3125309","Faria Lemos (MG)","3664"
"3125408","Felício dos Santos (MG)","5720"
"3125507","São Gonçalo do Rio Preto (MG)","2959"
"3125606","Felisburgo (MG)","6259"
"3125705","Felixlândia (MG)","12885"
"3125804","Fernandes Tourinho (MG)","2469"
"3125903","Ferros (MG)","12006"
"3125952","Fervedouro (MG)","9748"
"3126000","Florestal (MG)","5708"
"3126109","Formiga (MG)","63537"
"3126208","Formoso (MG)","6433"
"3126307","Fortaleza de Minas (MG)","3756"
"3126406","Fortuna de Minas (MG)","2443"
"3126505","Francisco Badaró (MG)","10302"
"3126604","Francisco Dumont (MG)","4573"
"3126703","Francisco Sá (MG)","23383"
"3126752","Franciscópolis (MG)","6354"
"3126802","Frei Gaspar (MG)","5848"
"3126901","Frei Inocêncio (MG)","8277"
"3126950","Frei Lagonegro (MG)","3150"
"3127008","Fronteira (MG)","9072"
"3127057","Fronteira dos Vales (MG)","4566"
"3127073","Fruta de Leite (MG)","6717"
"3127107","Frutal (MG)","47210"
"3127206","Funilândia (MG)","3358"
"3127305","Galiléia (MG)","7088"
"3127339","Gameleiras (MG)","5282"
"3127354","Glaucilândia (MG)","2791"
"3127370","Goiabeira (MG)","2718"
"3127388","Goianá (MG)","3351"
"3127404","Gonçalves (MG)","4151"
"3127503","Gonzaga (MG)","5641"
"3127602","Gouveia (MG)","11702"
"3127701","Governador Valadares (MG)","248960"
"3127800","Grão Mogol (MG)","14432"
"3127909","Grupiara (MG)","1384"
"3128006","Guanhães (MG)","28372"
"3128105","Guapé (MG)","13839"
"3128204","Guaraciaba (MG)","10229"
"3128253","Guaraciama (MG)","4529"
"3128303","Guaranésia (MG)","18919"
"3128402","Guarani (MG)","8587"
"3128501","Guarará (MG)","4193"
"3128600","Guarda-Mor (MG)","6746"
"3128709","Guaxupé (MG)","47904"
"3128808","Guidoval (MG)","7530"
"3128907","Guimarânia (MG)","6464"
"3129004","Guiricema (MG)","9134"
"3129103","Gurinhatã (MG)","6787"
"3129202","Heliodora (MG)","5679"
"3129301","Iapu (MG)","9682"
"3129400","Ibertioga (MG)","5175"
"3129509","Ibiá (MG)","21390"
"3129608","Ibiaí (MG)","7265"
"3129657","Ibiracatu (MG)","6623"
"3129707","Ibiraci (MG)","10268"
"3129806","Ibirité (MG)","139703"
"3129905","Ibitiúra de Minas (MG)","3370"
"3130002","Ibituruna (MG)","2777"
"3130051","Icaraí de Minas (MG)","9317"
"3130101","Igarapé (MG)","25848"
"3130200","Igaratinga (MG)","7521"
"3130309","Iguatama (MG)","8258"
"3130408","Ijaci (MG)","5131"
"3130507","Ilicínea (MG)","10691"
"3130556","Imbé de Minas (MG)","6034"
"3130606","Inconfidentes (MG)","6506"
"3130655","Indaiabira (MG)","7506"
"3130705","Indianópolis (MG)","5452"
"3130804","Ingaí (MG)","2504"
"3130903","Inhapim (MG)","24806"
"3131000","Inhaúma (MG)","5245"
"3131109","Inimutaba (MG)","6093"
"3131158","Ipaba (MG)","14871"
"3131208","Ipanema (MG)","16406"
"3131307","Ipatinga (MG)","216429"
"3131406","Ipiaçu (MG)","4015"
"3131505","Ipuiúna (MG)","9089"
"3131604","Iraí de Minas (MG)","6056"
"3131703","Itabira (MG)","99770"
"3131802","Itabirinha (MG)","9761"
"3131901","Itabirito (MG)","38613"
"3132008","Itacambira (MG)","4282"
"3132107","Itacarambi (MG)","17744"
"3132206","Itaguara (MG)","11374"
"3132305","Itaipé (MG)","10991"
"3132404","Itajubá (MG)","85199"
"3132503","Itamarandiba (MG)","28746"
"3132602","Itamarati de Minas (MG)","3832"
"3132701","Itambacuri (MG)","22751"
"3132800","Itambé do Mato Dentro (MG)","2572"
"3132909","Itamogi (MG)","10893"
"3133006","Itamonte (MG)","12461"
"3133105","Itanhandu (MG)","13111"
"3133204","Itanhomi (MG)","11463"
"3133303","Itaobim (MG)","21369"
"3133402","Itapagipe (MG)","11886"
"3133501","Itapecerica (MG)","21070"
"3133600","Itapeva (MG)","7588"
"3133709","Itatiaiuçu (MG)","8648"
"3133758","Itaú de Minas (MG)","14018"
"3133808","Itaúna (MG)","78058"
"3133907","Itaverava (MG)","6392"
"3134004","Itinga (MG)","13855"
"3134103","Itueta (MG)","5541"
"3134202","Ituiutaba (MG)","89344"
"3134301","Itumirim (MG)","6417"
"3134400","Iturama (MG)","29318"
"3134509","Itutinga (MG)","4140"
"3134608","Jaboticatubas (MG)","13622"
"3134707","Jacinto (MG)","12054"
"3134806","Jacuí (MG)","7500"
"3134905","Jacutinga (MG)","18711"
"3135001","Jaguaraçu (MG)","2869"
"3135050","Jaíba (MG)","28450"
"3135076","Jampruca (MG)","4724"
"3135100","Janaúba (MG)","62966"
"3135209","Januária (MG)","63259"
"3135308","Japaraíba (MG)","3495"
"3135357","Japonvar (MG)","8287"
"3135407","Jeceaba (MG)","6011"
"3135456","Jenipapo de Minas (MG)","6402"
"3135506","Jequeri (MG)","13469"
"3135605","Jequitaí (MG)","8672"
